species	r10_b10-threshold-0.0001	r10_b10	r10_b11-threshold-0.0001	r10_b11	r10_b12-threshold-0.0001	r10_b12	r10_b13-threshold-0.0001	r10_b13	r10_b14-threshold-0.0001	r10_b14	r10_b15-threshold-0.0001	r10_b15	r10_b16-threshold-0.0001	r10_b16	r10_b17-threshold-0.0001	r10_b17	r10_b18-threshold-0.0001	r10_b18	r10_b19-threshold-0.0001	r10_b19	r10_b1-threshold-0.0001	r10_b1	r10_b20-threshold-0.0001	r10_b20	r10_b21-threshold-0.0001	r10_b21	r10_b22-threshold-0.0001	r10_b22	r10_b23-threshold-0.0001	r10_b23	r10_b24-threshold-0.0001	r10_b24	r10_b2-threshold-0.0001	r10_b2	r10_b3-threshold-0.0001	r10_b3	r10_b4-threshold-0.0001	r10_b4	r10_b5-threshold-0.0001	r10_b5	r10_b6	r10_b7-threshold-0.0001	r10_b7	r10_b9-threshold-0.0001	r10_b9	r11_b10-threshold-0.0001	r11_b10	r11_b11-threshold-0.0001	r11_b11	r11_b12-threshold-0.0001	r11_b12	r11_b13-threshold-0.0001	r11_b13	r11_b14-threshold-0.0001	r11_b14	r11_b15-threshold-0.0001	r11_b15	r11_b16-threshold-0.0001	r11_b16	r11_b17-threshold-0.0001	r11_b17	r11_b18-threshold-0.0001	r11_b18	r11_b19-threshold-0.0001	r11_b19	r11_b1-threshold-0.0001	r11_b1	r11_b20-threshold-0.0001	r11_b20	r11_b22-threshold-0.0001	r11_b22	r11_b23-threshold-0.0001	r11_b23	r11_b24-threshold-0.0001	r11_b24	r11_b2-threshold-0.0001	r11_b2	r11_b3-threshold-0.0001	r11_b3	r11_b4-threshold-0.0001	r11_b4	r11_b5-threshold-0.0001	r11_b5	r11_b6-threshold-0.0001	r11_b6	r11_b7-threshold-0.0001	r11_b7	r11_b8-threshold-0.0001	r11_b8	r11_b9-threshold-0.0001	r11_b9	r12_b10-threshold-0.0001	r12_b10	r12_b11-threshold-0.0001	r12_b11	r12_b12-threshold-0.0001	r12_b12	r12_b13-threshold-0.0001	r12_b13	r12_b14-threshold-0.0001	r12_b14	r12_b15	r12_b16-threshold-0.0001	r12_b16	r12_b17-threshold-0.0001	r12_b17	r12_b18-threshold-0.0001	r12_b18	r12_b19-threshold-0.0001	r12_b19	r12_b1-threshold-0.0001	r12_b1	r12_b20-threshold-0.0001	r12_b20	r12_b21-threshold-0.0001	r12_b21	r12_b22-threshold-0.0001	r12_b22	r12_b23-threshold-0.0001	r12_b23	r12_b24-threshold-0.0001	r12_b24	r12_b2-threshold-0.0001	r12_b2	r12_b3-threshold-0.0001	r12_b3	r12_b4-threshold-0.0001	r12_b4	r12_b5-threshold-0.0001	r12_b5	r12_b6-threshold-0.0001	r12_b6	r12_b7-threshold-0.0001	r12_b7	r12_b8-threshold-0.0001	r12_b8	r12_b9-threshold-0.0001	r12_b9	r13_b12-threshold-0.0001	r13_b12	r13_b14-threshold-0.0001	r13_b14	r1_b10-threshold-0.0001	r1_b10	r1_b11-threshold-0.0001	r1_b11	r1_b12-threshold-0.0001	r1_b12	r1_b13-threshold-0.0001	r1_b13	r1_b14-threshold-0.0001	r1_b14	r1_b15-threshold-0.0001	r1_b15	r1_b16-threshold-0.0001	r1_b16	r1_b17-threshold-0.0001	r1_b17	r1_b18-threshold-0.0001	r1_b18	r1_b19-threshold-0.0001	r1_b19	r1_b1-threshold-0.0001	r1_b1	r1_b20-threshold-0.0001	r1_b20	r1_b21-threshold-0.0001	r1_b21	r1_b22-threshold-0.0001	r1_b22	r1_b24-threshold-0.0001	r1_b24	r1_b2-threshold-0.0001	r1_b2	r1_b3-threshold-0.0001	r1_b3	r1_b4-threshold-0.0001	r1_b4	r1_b5-threshold-0.0001	r1_b5	r1_b6-threshold-0.0001	r1_b6	r1_b7-threshold-0.0001	r1_b7	r1_b8-threshold-0.0001	r1_b8	r1_b9-threshold-0.0001	r1_b9	r3_b10-threshold-0.0001	r3_b10	r3_b11-threshold-0.0001	r3_b11	r3_b12-threshold-0.0001	r3_b12	r3_b13-threshold-0.0001	r3_b13	r3_b14	r3_b15-threshold-0.0001	r3_b15	r3_b16	r3_b17	r3_b18-threshold-0.0001	r3_b18	r3_b19-threshold-0.0001	r3_b19	r3_b1	r3_b20	r3_b21	r3_b22	r3_b23-threshold-0.0001	r3_b23	r3_b24-threshold-0.0001	r3_b24	r3_b2-threshold-0.0001	r3_b2	r3_b3	r3_b4	r3_b5-threshold-0.0001	r3_b5	r3_b6	r3_b7-threshold-0.0001	r3_b7	r3_b8-threshold-0.0001	r3_b8	r3_b9	r4_b10-threshold-0.0001	r4_b10	r4_b11-threshold-0.0001	r4_b11	r4_b12-threshold-0.0001	r4_b12	r4_b13-threshold-0.0001	r4_b13	r4_b14-threshold-0.0001	r4_b14	r4_b15-threshold-0.0001	r4_b15	r4_b16-threshold-0.0001	r4_b16	r4_b17-threshold-0.0001	r4_b17	r4_b18-threshold-0.0001	r4_b18	r4_b19-threshold-0.0001	r4_b19	r4_b1-threshold-0.0001	r4_b1	r4_b20-threshold-0.0001	r4_b20	r4_b21-threshold-0.0001	r4_b21	r4_b22-threshold-0.0001	r4_b22	r4_b23-threshold-0.0001	r4_b23	r4_b24-threshold-0.0001	r4_b24	r4_b2-threshold-0.0001	r4_b2	r4_b3-threshold-0.0001	r4_b3	r4_b4-threshold-0.0001	r4_b4	r4_b5-threshold-0.0001	r4_b5	r4_b6-threshold-0.0001	r4_b6	r4_b8-threshold-0.0001	r4_b8	r4_b9-threshold-0.0001	r4_b9	r5_b10-threshold-0.0001	r5_b10	r5_b11-threshold-0.0001	r5_b11	r5_b12-threshold-0.0001	r5_b12	r5_b13-threshold-0.0001	r5_b13	r5_b14-threshold-0.0001	r5_b14	r5_b15-threshold-0.0001	r5_b15	r5_b16-threshold-0.0001	r5_b16	r5_b17-threshold-0.0001	r5_b17	r5_b1-threshold-0.0001	r5_b1	r5_b20-threshold-0.0001	r5_b20	r5_b21-threshold-0.0001	r5_b21	r5_b22-threshold-0.0001	r5_b22	r5_b23-threshold-0.0001	r5_b23	r5_b24-threshold-0.0001	r5_b24	r5_b2-threshold-0.0001	r5_b2	r5_b3-threshold-0.0001	r5_b3	r5_b4-threshold-0.0001	r5_b4	r5_b5-threshold-0.0001	r5_b5	r5_b6-threshold-0.0001	r5_b6	r5_b7-threshold-0.0001	r5_b7	r5_b8-threshold-0.0001	r5_b8	r5_b9-threshold-0.0001	r5_b9	r6_b10-threshold-0.0001	r6_b10	r6_b11-threshold-0.0001	r6_b11	r6_b12-threshold-0.0001	r6_b12	r6_b13-threshold-0.0001	r6_b13	r6_b14-threshold-0.0001	r6_b14	r6_b15-threshold-0.0001	r6_b15	r6_b16-threshold-0.0001	r6_b16	r6_b17-threshold-0.0001	r6_b17	r6_b1-threshold-0.0001	r6_b1	r6_b20-threshold-0.0001	r6_b20	r6_b21-threshold-0.0001	r6_b21	r6_b22-threshold-0.0001	r6_b22	r6_b23-threshold-0.0001	r6_b23	r6_b24-threshold-0.0001	r6_b24	r6_b2-threshold-0.0001	r6_b2	r6_b3-threshold-0.0001	r6_b3	r6_b4-threshold-0.0001	r6_b4	r6_b5-threshold-0.0001	r6_b5	r6_b6-threshold-0.0001	r6_b6	r6_b7-threshold-0.0001	r6_b7	r6_b8-threshold-0.0001	r6_b8	r6_b9-threshold-0.0001	r6_b9	r7_b10-threshold-0.0001	r7_b10	r7_b12-threshold-0.0001	r7_b12	r7_b15-threshold-0.0001	r7_b15	r7_b16-threshold-0.0001	r7_b16	r7_b17-threshold-0.0001	r7_b17	r7_b18-threshold-0.0001	r7_b18	r7_b19-threshold-0.0001	r7_b19	r7_b1-threshold-0.0001	r7_b1	r7_b20-threshold-0.0001	r7_b20	r7_b21-threshold-0.0001	r7_b21	r7_b22-threshold-0.0001	r7_b22	r7_b23-threshold-0.0001	r7_b23	r7_b24-threshold-0.0001	r7_b24	r7_b2-threshold-0.0001	r7_b2	r7_b3-threshold-0.0001	r7_b3	r7_b4-threshold-0.0001	r7_b4	r7_b5-threshold-0.0001	r7_b5	r7_b6-threshold-0.0001	r7_b6	r7_b7-threshold-0.0001	r7_b7	r7_b8-threshold-0.0001	r7_b8	r7_b9-threshold-0.0001	r7_b9	r8_b10-threshold-0.0001	r8_b10	r8_b11-threshold-0.0001	r8_b11	r8_b12-threshold-0.0001	r8_b12	r8_b13-threshold-0.0001	r8_b13	r8_b14-threshold-0.0001	r8_b14	r8_b15-threshold-0.0001	r8_b15	r8_b16-threshold-0.0001	r8_b16	r8_b17-threshold-0.0001	r8_b17	r8_b19-threshold-0.0001	r8_b19	r8_b1-threshold-0.0001	r8_b1	r8_b20-threshold-0.0001	r8_b20	r8_b21-threshold-0.0001	r8_b21	r8_b22-threshold-0.0001	r8_b22	r8_b23-threshold-0.0001	r8_b23	r8_b24-threshold-0.0001	r8_b24	r8_b2-threshold-0.0001	r8_b2	r8_b3-threshold-0.0001	r8_b3	r8_b4-threshold-0.0001	r8_b4	r8_b5-threshold-0.0001	r8_b5	r8_b6-threshold-0.0001	r8_b6	r8_b7-threshold-0.0001	r8_b7	r8_b8-threshold-0.0001	r8_b8	r8_b9-threshold-0.0001	r8_b9	r9_b10-threshold-0.0001	r9_b10	r9_b11-threshold-0.0001	r9_b11	r9_b12-threshold-0.0001	r9_b12	r9_b13-threshold-0.0001	r9_b13	r9_b14-threshold-0.0001	r9_b14	r9_b15-threshold-0.0001	r9_b15	r9_b16-threshold-0.0001	r9_b16	r9_b17-threshold-0.0001	r9_b17	r9_b18-threshold-0.0001	r9_b18	r9_b19-threshold-0.0001	r9_b19	r9_b1-threshold-0.0001	r9_b1	r9_b20-threshold-0.0001	r9_b20	r9_b21-threshold-0.0001	r9_b21	r9_b22	r9_b24-threshold-0.0001	r9_b24	r9_b2-threshold-0.0001	r9_b2	r9_b3-threshold-0.0001	r9_b3	r9_b4-threshold-0.0001	r9_b4	r9_b5-threshold-0.0001	r9_b5	r9_b6-threshold-0.0001	r9_b6	r9_b7-threshold-0.0001	r9_b7	r9_b8-threshold-0.0001	r9_b8	r9_b9-threshold-0.0001	r9_b9
Gloeocapsa sp. PCC 7428												26.65632006008903																																																		58.21979898102467	50.44763971428976				26.25617332910738											91.92028646312168	71.82601060029265																																																																																																																																																																																																																																																																																																																																																																																																																													
Gordonibacter pamelaeae																																																																					20.04048715564313																																																																																																																																																																																																																																																																																																																																																																																																																													23.01533456469605										
Gordonibacter urolithinfaciens		17.543631252446392																																																																																																																																										14.506812088564937																													44.2802321402293	44.236437515345976																																																																																	28.07283737128763																												14.916815508429211																																																																									32.770072628383446	27.166552515146908								13.302971924530956	48.25520510073844	41.73160162692045																																																																15.022663205907335																																15.52465566058184														24.762073659462736																			
Gottschalkia acidurici																																			58.41648848873935	55.74630606655969																																																																																																																																						14.778654303968777																																																																																																															16.08343904032716																																																																																																					378.3015549598325	365.1637534959348																										41.96788983854292																																																																																			
Gottschalkia purinilytica																27.23109830291492								26.02188951689726					22.826309025645884	20.566327501014246					105.36369532148686	81.35243896174653																																55.792614272654326	42.16784612199029																																																32.15984577635972	32.117422914391																																																																																																																															23.69415395574173										23.40261061608317																																												26.48930115488901																																													27.215637267540007	27.103345606191382							48.190279788536	45.67713569828067																													71.5306170821916	60.06087847026712																		20.493832930978503			49.82549632535485	46.13009296788778			102.20212589550135	57.86369902300869																																																																																			
Gracilibacter thermotolerans																													22.07269531962528	22.059074827396856				12.30424010899881	53.6768645713426	49.576727391638094																																											24.227263541362092																																																																																											17.615586388297153										13.788201564141977																																																																	25.986988052121436																																																																																																				13.4531097362107							32.50133269492769	30.164453296649334																													296.6375063646645	286.7390699700349																				13.891328242541595					74.34726535330951	68.11658558802854																																																																															19.447132767815496				
Granulicatella adiacens			59.63113568997726	59.54976813853002						18.98385537004675	28.87431456647854	28.79108273373203					92.83713230026764	92.66845897140207																											11.969483043801056			54.66326904479841	54.48845345967395								16.702097104718412											37.81974954045327	37.66679379593427																																																																							29.985906379822456	754.9693901649731	747.8204118172744																																										27.69503482686683											115.89486481034282	115.87317735988896																																33.65561538421724	33.58286083929231			260.8970817176471	258.35759575236074	143.4033546457641	143.05062663970838	95.70923805689888	95.47755922193952					84.85612635123998	80.67180733869061			68.97416453644435	67.84578286167194														39.063265924446405				12.357500037544916				27.606704531730266																																																													567.6270756964143	564.3904968952887																																																											398.9555233532701	392.786371071625			32.77677244067843	32.69323176776665									27.727237510757423	27.72581946259166															46.47558237100501	46.46184447176061								14.418714196636683									37.22317801499175	37.06458089006151				10.038976366430044																						16.15099428850066																											
Granulicatella elegans		26.0297794368515	176.96319158432874	176.78785727562956						30.066938273759455	176.60103279902322	176.48132783918334		15.01271697709208			740.568286067314	739.6302615305809						17.014276228759424		19.0144330139737	51.14528089784391	49.05138843874786		15.043330121597768		11.030901605520231					39.06068885580924	39.02792844513651					15.013531993340791	65.13686013327467	58.08609213082367		13.01374798965312	261.13099920421786	260.2555256092903	53.07633724543743	53.03821985257111					102.22908982392048	88.41047342381349						21.022904795734007					640.6076313255622	638.4231841632002		12.010130957920628						15.011322891111533			70.16144839548525	70.09136421431357					48.08124407254972	48.0570381524283		14.01042594283227		15.014283293015517		14.030465772554043			28.09587430258052	28.04239160496649		14.037899339537333									12.01987405282788	23.05789314240245	23.04598743798582	18.039632231581457	18.027528095956573										14.024068193214108	50.08697102371552	50.06278259632985											36.05917454002984	36.04009148516127				90.73025839237074	5541.696488989204	5533.5819525000215						14.016572364963052	75.24003527244521	75.11768573991534		17.036241297758234			35.07944857609287	35.042763140864686	54.109870490035256	54.065525969057184	35.069492177987314	35.04192782496536	60.12609269723743	60.0666740183396	84.1683218357981	84.09489697849405		14.02734347752434		16.031468884132195				18.018401185198144					150.30461816176103	150.14228335832553			30.079793195813945	30.04992674399105	1229.8859177639845	1218.7278544778585	21.05198744361615	21.028069393779067			122.27294841234328	122.24311288604032					3987.1827808132007	3985.4268352203526	67.11726994976956	14.040882543802727	14.040123289893474										12.040390399607146			14.02785194492435	14.025037294227465							28.146247916320696	262.29650171821794	262.24849242937285	545.8555323473356	545.464246308673			21.026336223727935	432.6654233583371	432.6697174282781		20.00888036874674	2425.946209445824	2413.429334742609	539.7160123323976	537.239588849658	537.6211784679617	535.8159803582964		37.015007516433485		30.016982094701287	465.8482711047423	443.795215213832			256.7203677410029	255.37763685638404	57.201746667646525	57.03465505358968						25.024138057466853		27.013142188278653		15.009156587281018	342.64946057087167	320.9106780605269		13.005727690888762	107.2282344170802	100.72764906724612		19.010316685497404	303.986617815808	287.7917300089556	62.09585483895178	62.020316157620485											70.1355164353896	70.04737306632452		20.019850713854137					36.08482902398696	36.03302146395156	50.078880293462106	50.04507058677107								11.025770200035849		17.017129323235178											38.0851532871658	38.04019840344284					26.06543440566975	26.03825779870512							95.21362849417396	95.10743348800337	7583.16089239996	7554.197116836238										16.020854594997658		23.027814144363152		22.05321903823576					30.033400925404543	30.0162466787388										15.993823936371852			41.059586966842176	41.02471321125488						25.014567977737286		22.02060417840737					36.06335565561219	36.03027869644808	58.28180199781284	58.18125193925274	148.70339524410966	137.51199636802687				29.036390460595644			14640.86526720456	14603.419188441052	64.19629737287875	64.08495735789015	167.8251610119983	167.71292712137617			48.100964246102514	48.02729524821908		13.01245707089974			130.79319210884464	130.59704573845136		14.992709004804226		23.561057093459038					28.09330949799256	28.04552217597004		19.01006428348136	48.07990639524967	48.039763932330565	146.83677461123534	146.6269032556491							80.34695959787472	70.65824269915845		21.018461784372757		22.014746474911213		33.01839984476435			741.8376011081449	741.0189436126212		34.17649083483532	74.13820007998136	67.02156481512098					48.11151879249669	47.034906514012334								22.015468228869477		15.018992216361577					96.21998574415352	85.93793340348198		15.018974751831491		23.04006892217012							15.011634344359733	60.01723778195496	59.93967072592439			52.13052082266896	52.03413632412926	42.20886205564676	42.14331635579344								
Gudongella oleilytica																																																																					23.10868083416731																																																																																																																																																																																																																																																																																																																																																																																																																																							
Guggenheimella bovis																																																																																																																																																																																																																																																																																																																																																																																															16.153716909214648																																																																																																													
Haematospirillum jordaniae																													31.60247360228296	25.23836427071948																																																																																																																																											151.44635258744037	141.82735954305866																																																																																																																																				154.45523794683567	130.70217733088492																																																																																																																																																																																													
Haemophilus haemolyticus																																																																																																																																																																																																																																																																							44.01938603070042																																																																																														17.461859849968597																																																																																																																															13.82340712333184								
Haemophilus influenzae																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				14.62127731569791								
Haemophilus parahaemolyticus																		11.017102054703892																																																																																																																																																																16.01517709210841																																																																				49.10599562909216	49.03096811960101													75.18099198091603	75.03147838302978																																																																																																																																																																																																																																							
Haemophilus parainfluenzae	34.10653843747607	34.05144884627593	133.32890825736905	133.1846694605877	72.14013799666905	72.06393429635303		22.01158150505127		10.010349248520985	249.51023541123223	249.26242926302288				19.01780171162245	1291.0484270353916	1289.3337664102403							162.3405381258765	162.1230566669445			25.10502971336058	25.072216853475307						18.026232708645697			91.2103367007342	91.1293932546034		78.17924757391353	78.07332577477065			99.2893955224698	99.10469622889092								14.11137048394127	106.23834040718964	106.11390904490918		11.036457842917084									45.22902645337842	45.07319862752696						13.009702517767034	1351.037876181374	1349.8027586268618									100.1692584844786	100.1188294842256				10.009522195343676			28.08809202774437	28.065080318726068	785.6683388460543	784.1726501060514						115.30350391933068	115.16101259756265	44.08796337584352	44.07846342460155	678.7545737992247	678.1212127119252			192.42274376961828	191.29210365646856	29.05216025386205	29.04408890175584	165.51768949636804	165.36525792975388			29.06826913419044	29.052037519214483	448.1269131967263	447.7684630261933	39.06804602241864	39.04919192528531				11.01422466535652			299.64794213973795	298.4991325222325	40.10321272415451	40.06340206368508					284.7410213550607	283.06920174326086	3626.051094156976	3620.294454874371							30.09420911221631	30.04543015969043	117.33997455371777	117.24942540221844														14.02734347752434						17.01737889713158					5113.3631106116445	5106.839531857746	781.0391881262168	779.9077792728698									611.3647420617165	611.2155644302017			106.33426187321744	106.33400328895556			97.1697788825022												55.185122664866086														288.9823406544718	288.7751892222386		55.16835935192681	55.06485219248963				17.00754831343473						12.007648614791735									126.27339465593016	126.08827700549313	51.180495489294266	51.03099253819884		35.02491725863288			70.31178250251884	70.06758761404134			53.096495272488646	53.0323532750596	3369.6762784312814	3358.760581554596		18.0079306489229	159.3392110089869	159.11992528300635	59.08323635325634	59.03203602338668	108.35167040491088	108.13607623934756				17.02045781947226			2574.04653684656	2572.533661054101				24.02685846296817				11.01091785448146	51.06735442368779	51.0042398562036					699.8461568479196	699.3672099765292	49.132169894729465	49.05778959456088	203.697212370955	203.41635915643107		23.02715582973481		10.02147471137988		14.019692901380324								15.01335818712812		13.019764804173487	41.091875623599456	41.0433717126088				17.019259147781668			179.42675956696056	179.17998004525387	64.08065649961573	64.04636431811397		14.016153647657315			32.102529252106855	31.06869242479806			63.74419344373752	63.71393346646097							79.22613649861457	79.10793164233398	108.391496703729	108.26339271361876		12.02697476708695									950.8941059758068	949.2450573781894	480.1041211991157	479.41388699922953	164.41528523241587	164.27639988170688			389.5503937570341	389.2194983959986							182.3619465075693	182.1704527486428							68.20455807794677	68.102276508614	170.64155965244598	170.21099131037445	107.2241177917809	107.06133162186984		10.012548434688153			220.78799109530263	220.2777527894706	34.10428297934187	34.04513359637917	42.07269140581382	42.03373506520551			68.14334033685806	68.03897625429026	86.26536820702971	86.08240831595731								13.01334982106522																			48.083054696228416	48.04352434340707					49.11466317584443	49.02732098161981		21.024792752098143			2382.244255075132	2374.7120643068697	291.54173293549235	291.22707125198286			135.22470869344525	135.125083294515	684.5868085601543	683.5072485294249			242.8348152785897	242.4447029314127		20.017599424063604			40.1498884257505	40.05060925351351																								15007.101696889767	14978.461397756892					112.25724218576786	112.11936024249196		19.023415114476272
Haemophilus pittmaniae											55.28879565737555	55.23748024699557																																																																																																															86.15005020328215	86.10847450191119									104.26835121525772	104.16484342526353				11.018114140836667																																																																																																																											37.77697276237758																																																																						15.981849965839674																																																			62.26917481644041	62.103353017128505																																																																												10.012652313378377																								117.67601871229267	116.32047613427042						13.019848773883222		
Haemophilus sputorum																		13.020234268605508																																																																																																																																																																																																																																																																																																																																																																																																																																							12.017352360765																																																			
Hafnia alvei																																															24.025380903974995			56.71326305243156	56.60814948504594																																																																																																																																																														116.3904405295486																																																																																																		14.370219488201435																																		15.988918855803885																											876.3115094394225	863.9940615509291														35.40151250931205																																																									154.6876449572431	143.5509146903415																																																			
Hafnia paralvei																																																																																																																																																																																																																																																			35.021423340510886																																																																11.673598386466733																																	114.29012962261336	98.159670133612																								25.015069023957796			81.66803127557272	81.33803555152392													861.7447275454389	812.8633906412132																																																									4227.242773043852	4192.384779707424	131.8933352252496	131.747898240998															45.1686244655426	45.05693539305446																																	
Halobacteroides halobius																																																																																																																																																																																																																																																																																																																																																																																															12.02980425045792																																																																																																													
Halomicronema hongdechloris																																																																															24.07993076152962																																																																																																																																																																																																																																																																																																																																																																																																																													
Haloplasma contractile																																																																					27.802087629333275																																																																																																																		76.92976057936845	62.05807542047407																																																																																																																																																																																																																																																																																																																				
Harryflintia acetispora	32.87412909220777	30.551453950258423		21.96030164884209					48.11324071327178	48.01439398345247					42.14453159006519	34.04047575332239				14.610038609536907	47.3375421634636	45.00419115996366		16.789023574192136			50.31419093170627	49.21829271483605		15.714660656809803					44.23739716131999	44.091294427047146	174.3748516795528	172.23272104485932		14.910352806717915		34.6969668653301	34.51789462707037			58.835655721464136	55.79002092911884					178.5814250202406	176.308949149381		25.960797576295118					35.95762397332692	34.90611600812414	53.401548946701865	51.26595201275876			45.37502114090326	41.13998862466496		15.761550518389535		22.59812387086056		14.914624722339562		12.009124397522989				29.246392004541445		17.945282356744297								38.26341605606636	47.04199895108897	46.97705151631568				13.032789054884748						14.638966273591372			19.598529752014606			32.24847568753733	30.71096652231505								15.01342897571198	32.082659816168345	31.996303198708347									23.412770450522327	22.843006793347627	22.79489642017118	22.74621556489712										12.433082982628315			47.55148480430092	47.49344700093306	18.586718184637785	18.578275999386392			40.428052811124985	35.711207959741905	29.65627000144802	29.6106735107007	36.033568212118254	31.65527054474932	20.175489479675573	20.15978146659814		16.24349516538519				13.661856184139628		13.424258512236946	21.596018537169503	20.57108759345961				14.882185487410071				19.98589471994906						22.465719760652576		20.022534715277413				16.80310603972833		21.11430023888504		11.103454089190416								12.245682566349322	12.25007508083389					19.92446831352321	19.414026618491967				15.04992371340122					23.44962047583577	23.4362708272884			29.616179367190867	29.63102513044345								27.5692632355867										12.588503046383732						53.10686076956031	77.37104791062599	76.1681262743545				21.260922020078308	64.80248692320282	63.04345195860524				45.12734809761484									60.19570205737524	56.908641150964776				22.62489215259001					42.31362722502123	41.23424677901043			51.3104826782768	50.23946977436516	42.7167038291464	42.61456187541791	54.518468741865306	50.53591550950743		20.389759489710496	29.08014712556762	28.67977692848396				15.013633006645858					32.891202053073954	31.84747721968013		23.415957708809017			104.92042843876422	99.76493056816996		21.413373875088563											33.47428465629192	32.41396458865304		21.39043122990039	48.792322051961584	43.9685974886178				24.84455282189106		26.26230472084434		18.10377279665089		25.41351164961299	64.30316110245772	58.2053512864031	31.893977756530656	31.810150226990725					49.76396161219017	47.719955575264535			57.34121144693464	56.15838123166602							46.57290327193878	46.50006084701455		11.733954721246777	27.36973578367729	24.95420331435364	71.35630417394744	69.61570104596662	42.54335647808925	42.50249968673916	58.912430910534326	56.77390438748385													87.86344371589303	79.00020486604438			70.05847199451543	67.97601453296487		36.84709190055848			42.20786228351891	41.11181096866925						15.985108449017796						38.35329509191367	60.99028368673273	57.86825287410366	48.74424681689981	46.65743990272377	39.99414802783908	39.93692399598096	32.408883206395835	32.30126297045089	84.05504443724402	81.94356156291587				18.562092698997496		16.06850129807032																17.679042278593517										25.978357065203117			37.92279279500553	37.91549493394587					35.840059411921445	34.8134738197491		24.97280890748399		12.824143646898698	123.86956154753804	120.14897633565111				25.045268663475465	40.63382693512225	37.913684556093344		14.613110144944184	56.74747349735318	55.83055501841172	113.89758295585972	112.6118537129033		34.60093230438982		22.833522719080715			11.377025947764771				12.502409323956982		14.427129547540224				18.187804693894915	104.35459819695242	103.32686757864268			184.4648724721869	180.25827532456748
Hartmannibacter diazotrophicus																																																																			20.3353512272736																																																																																																																																																																																																																																																																																																																																																																								22.482154022271693																																																																	
Helcococcus sueciensis																																																																																																																																																																																																																																																																																																48.17584470407044	48.08797698312191																																																																																														27.796347606034992																										13.9925120032408																																																																																			
Heliobacillus mobilis																																																																																																																																																																																																																																																																																																																																																																																															18.987688229306396																																																																																																													
Heliobacterium modesticaldum																																																																																																																																																																																																																																																																																																																																																																																															18.220652085678577																																																																																																													
Heliophilum fasciatum																																		11.373097813607696																																																																																																																																																																																																																																																																																																																																																													19.018811547110577																																																																																																													
Heliorestis baculata																																																																																																																																																																																																																																																																																																																																																																																															26.52401105989631																																																																																																													
Hellea balneolensis																																																																																																																																																																																																																																																																																																																																																																																																																									17.73101319953728																																																																																			
Herbinix luporum										23.12408030743987												23.485060794143777							24.007270953023145	22.846054658659465		11.368535847960445		21.67118424591564		16.346414172096708																			10.407660031176224				15.219456125745728								24.604430906973757												23.67503728970927		18.54347494594349																							20.42112938778125																								12.326139822777272												25.866714282597336																				15.199078124670717					23.63500108476266	23.382221592101548		16.028333140515137						21.14966624050224																										41.4214609525874		47.057723076958425	47.06033139951101									13.61709849269094	13.76248217280381														21.759630011638738																		22.14967646108272						11.285385862093804			55.85890704503645	50.20876680615339				18.808714179341244						29.438339675656565															48.04298397568447	45.64395675924353				23.489578120227428		20.15923440501172											34.3170704812068	32.23127048254097		15.823410131315311		23.33964456733589		25.99328212946149		14.467762910693477										13.873233408637486										14.482633136482756					42.167789241991485	38.07137295354868											29.183187803430528	27.7486578314944						14.65790180190158	33.36044761973929	30.718876089869777				15.260295567189042						10.41170873775571																																						16.238661116272446		13.37672393839686		17.849388672006924								11.538979960778068																						18.60564863050149						33.4640523348461				12.168873257092388						17.484518028250054		12.831657502550478						31.163845477104736				15.08140203662155				27.167355836035973				15.4236194496679									17.09386447327733						15.304009050050604	52.40307881004902	50.11127298274602	45.96085516255852	42.52082221806065	55.351370763209005	52.47533158976812
